0.014286,0,0
0,0,70
0,0,70
-0,0.014286,-0
0,0,70
-0,0,70
0,0,70
70,0,0
-0,70,0
-0,70,0
70,0,0
70,0,-0
0,70,0
0,70,0
0,70,0
70,0,0
70,-0,-0
-0,0,70
70,-0,0
0,70,-0
0,-0,70
70,-0,0
0,70,-0
70,-0,0
70,-0,0
-0,70,0
-0,0,70
0,70,-0
-0,0,70
0,70,-0
0,70,0
-0,-0,70
-0,0,0.014286
0,70,0
0,70,0
0.014286,0,0
0,70,0
0,70,-0
0,0,70
0,0,70
70,0,0
70,0,0
0,-0,70
0,0,70
70,0,0
70,0,0
70,0,0
0,0,70
0,70,-0
0,70,-0
0,70,0
0.014286,0,0
70,0,-0
-0,70,0
-0,-0,70
-0,0,70
70,-0,0
0,-0,70
-0,0,70
-0,70,0
70,0,0
70,-0,-0
70,0,0
-0,-0,70
0,0,70
0,0,70
0.014286,0,0
0,70,0
0,0,70
0,0,70
-0,0,70
0,70,0
70,0,0
70,0,0
0,70,0
0,70,-0
70,0,0
0,70,0
0,70,0
0,70,0
0,0.014286,0
0,0,0.014286
0,70,0
0,70,0
0,0,70
0.014286,0,-0
0,70,0
0,70,0
0,0,70
0,0,70
70,-0,0
70,0,0
0,-0,70
-0,0,70
70,0,0
70,0,0
0,-0,70
0,0,70
70,0,0
70,-0,0
0,0.014286,0
70,0,0
70,-0,0
70,-0,0
0,0,70
0,-0,70
0,70,0
-0,70,-0
0,-0,70
-0,0,70
0,70,0
0,70,-0
70,0,-0
-0,70,-0
-0,-0,70
0,70,0
-0,70,-0
0,70,-0
-0,70,0
-0,70,0
70,-0,0
70,0,-0
-0,0,70
-0,-0,70
70,-0,0
0,-0,70
70,-0,0
-0,-0,70
